"","id","uri","data","dataHoraRegistro","idOrgao","uriOrgao","siglaOrgao","idEvento","uriEvento","aprovacao","votosSim","votosNao","votosOutros","descricao","ultimaAberturaVotacao_dataHoraRegistro","ultimaAberturaVotacao_descricao","ultimaApresentacaoProposicao_dataHoraRegistro","ultimaApresentacaoProposicao_descricao","ultimaApresentacaoProposicao_idProposicao","ultimaApresentacaoProposicao_uriProposicao"
"1","2273361-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2273361-3",2021-03-09,2021-03-09 11:17:32,538344,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538344","PL804510",60521,"https://dadosabertos.camara.leg.br/api/v2/eventos/60521",1,0,0,0,"Aprovado o Requerimento.",NA,NA,2021-03-08 16:47:14,"Apresentação do Requerimento n. 2/2021, pelo Deputado João Campos (REPUBLIC-GO), que: ""Requer a prorrogação dos prazos de tramitação do Projeto de Lei nº 8.045, de 2010, na Comissão Especial"".",0,NA
"2","2272137-28","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-28",2021-03-09,2021-03-09 16:09:50,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60527,"https://dadosabertos.camara.leg.br/api/v2/eventos/60527",0,30,346,3,"Rejeitado o Requerimento. Sim: 30; não: 346; abstenção: 2; total: 378.",NA,NA,NA,"Apresentação do Requerimento n. 406/2021, pela Deputada Tabata Amaral (PDT/SP), que ""Requer desmembramento de parte da Proposta de Emenda à Constituição n. 186 de 2019, para que constitua proposição separada"".",2273406,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273406"
"3","2272137-33","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-33",2021-03-09,2021-03-09 16:35:30,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60527,"https://dadosabertos.camara.leg.br/api/v2/eventos/60527",0,0,0,0,"Rejeitado o Requerimento.",NA,NA,2021-03-09 16:16:51,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2273446,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273446"
"4","2272137-36","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-36",2021-03-09,2021-03-09 16:53:57,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60527,"https://dadosabertos.camara.leg.br/api/v2/eventos/60527",0,13,338,2,"Rejeitado o Requerimento. Sim: 13; não: 338; abstenção: 1 total: 352.",NA,NA,2021-03-09 16:16:51,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2273446,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273446"
"5","2272137-39","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-39",2021-03-09,2021-03-09 17:13:59,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60527,"https://dadosabertos.camara.leg.br/api/v2/eventos/60527",0,0,0,0,"Rejeitado o Requerimento.",NA,NA,2021-03-09 16:16:51,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2273446,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273446"
"6","2272137-42","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-42",2021-03-09,2021-03-09 17:25:53,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60527,"https://dadosabertos.camara.leg.br/api/v2/eventos/60527",0,0,0,0,"Rejeitado o Requerimento.",NA,NA,2021-03-09 16:16:51,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2273446,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273446"
"7","2272137-49","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-49",2021-03-09,2021-03-09 18:30:03,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60527,"https://dadosabertos.camara.leg.br/api/v2/eventos/60527",1,358,76,3,"Aprovado o Requerimento. Sim: 358; não: 76; abstenção: 2; total: 436.",NA,NA,2021-03-09 16:16:51,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2273446,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273446"
"8","2270695-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270695-3",2021-03-09,2021-03-09 15:33:41,538891,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538891","GT5G",60489,"https://dadosabertos.camara.leg.br/api/v2/eventos/60489",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 1/2021, pelo Deputado Vitor Lippi (PSDB/SP), que ""Requer a inclusão da empresa Qualcomm como convidado na 10ª reunião do Grupo de Trabalho sobre a Implantação da Tecnologia 5G no Brasil, a fim de debater a tecnologia 5G, funcionalidades, aspectos mercadológicos e de segurança cibernética.

"".",0,NA
"9","2270750-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270750-3",2021-03-09,2021-03-09 15:33:43,538891,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538891","GT5G",60489,"https://dadosabertos.camara.leg.br/api/v2/eventos/60489",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 8/2021, pelo Deputado Vitor Lippi (PSDB/SP), que ""Requer a inclusão do tema 'Impactos do 5G no Agronegócio Brasileiro' no cronograma de reuniões e audiências públicas do Grupo de Trabalho sobre a Implantação da Tecnologia 5G no Brasil, com os seguintes convidados: MAPA - Ministério da Agricultura, Pecuária e Abastecimento; Anatel - Agência Nacional de Telecomunicações; CNA - Confederação Nacional da Agricultura; FPA - Frente Parlamentar da Agropecuária; Datora Telecomunicações; Telcomp -Associação Brasileira das Prestadoras de Serviços de Telecomunicações Competitivas "".",0,NA
"10","2271134-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271134-2",2021-03-09,2021-03-09 15:33:43,538891,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538891","GT5G",60489,"https://dadosabertos.camara.leg.br/api/v2/eventos/60489",1,0,0,0,"Aprovado incluido a importancia da conectividade.",NA,NA,NA,"Apresentação do Requerimento de Audiência Pública n. 9/2021, pelo Deputado Vitor Lippi (PSDB/SP), que ""Requer a inclusão da P&D Brasil como convidada na 8ª reunião do Grupo de Trabalho sobre a Implantação da Tecnologia 5G no Brasil, a fim de debater questões de Infraestrutura e Equipamentos.

"".",0,NA
"11","2273183-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2273183-2",2021-03-09,2021-03-09 15:33:43,538891,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538891","GT5G",60489,"https://dadosabertos.camara.leg.br/api/v2/eventos/60489",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento de Audiência Pública n. 10/2021, pelo Deputado Vitor Lippi (PSDB/SP), que ""Requer a inclusão do Grupo Thales e da Intelbras na 10ª reunião do Grupo de Trabalho sobre a Implantação da Tecnologia 5G no Brasil, a fim de debater a tecnologia 5G, funcionalidades, aspectos mercadológicos e de segurança cibernética"".",0,NA
"12","2273347-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2273347-2",2021-03-09,2021-03-09 15:33:43,538891,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538891","GT5G",60489,"https://dadosabertos.camara.leg.br/api/v2/eventos/60489",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento de Audiência Pública n. 11/2021, pelo Deputado Vitor Lippi (PSDB/SP), que ""Requer a inclusão da Embrapa na reunião acerca do tema: Impactos do 5G no Agronegócio Brasileiro, do Grupo de Trabalho sobre a Implantação da Tecnologia 5G no Brasil. "".",0,NA
"13","2272137-55","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-55",2021-03-09,2021-03-09 18:56:15,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60536,"https://dadosabertos.camara.leg.br/api/v2/eventos/60536",0,0,0,0,"Rejeitado o Requerimento.",2021-03-09 18:37:01,"Votação, em turno único, do Parecer de admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",NA,"Apresentação do Requerimento n. 408/2021, pelo Deputado Arlindo Chinaglia (PT/SP), que ""Requer desmembramento da PEC 186/2019"".",2273430,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273430"
"14","2272137-60","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-60",2021-03-09,2021-03-09 20:31:53,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60536,"https://dadosabertos.camara.leg.br/api/v2/eventos/60536",1,366,118,3,"Aprovado o Parecer adotado pelo Relator da Comissão de Constituição e Justiça e de Cidadania pela admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019. Sim: 366; não: 118; abstenção: 2; total: 486.",2021-03-09 18:37:01,"Votação, em turno único, do Parecer de admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",NA,"Apresentação do Requerimento n. 408/2021, pelo Deputado Arlindo Chinaglia (PT/SP), que ""Requer desmembramento da PEC 186/2019"".",2273430,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273430"
"15","2272137-72","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-72",2021-03-09,2021-03-09 21:36:43,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60536,"https://dadosabertos.camara.leg.br/api/v2/eventos/60536",0,0,0,0,"Rejeitado o Requerimento.",2021-03-09 18:37:01,"Votação, em turno único, do Parecer de admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2021-03-09 21:26:13,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão Especial, que conclui pela aprovação da PEC 186/2019.",2273486,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273486"
"16","2272137-76","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-76",2021-03-09,2021-03-09 21:54:29,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60536,"https://dadosabertos.camara.leg.br/api/v2/eventos/60536",0,95,292,2,"Rejeitado o Requerimento. Sim: 95; não: 292; abstenção: 1; total: 388.",2021-03-09 18:37:01,"Votação, em turno único, do Parecer de admissibilidade da Proposta de Emenda à Constituição nº 186, de 2019.",2021-03-09 21:26:13,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão Especial, que conclui pela aprovação da PEC 186/2019.",2273486,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273486"
"17","2272137-89","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-89",2021-03-09,2021-03-09 22:40:47,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60536,"https://dadosabertos.camara.leg.br/api/v2/eventos/60536",1,308,51,5,"Aprovado o Requerimento. Sim: 308; não: 51; abstenção: 4; total: 363.",2021-03-09 22:22:13,"Votação do Requerimento da Bancada do PSOL, que solicita a quebra do interstício para a verificação da votação do Requerimento que solicita o encerramento da discussão.",2021-03-09 21:26:13,"Parecer proferido em Plenário pelo Relator, Dep. Daniel Freitas (PSL-SC), pela Comissão Especial, que conclui pela aprovação da PEC 186/2019.",2273486,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273486"
"18","2272137-95","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-95",2021-03-09,2021-03-09 22:59:44,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60556,"https://dadosabertos.camara.leg.br/api/v2/eventos/60556",0,0,0,0,"Rejeitado o Requerimento.",2021-03-09 22:43:54,"Votação em primeiro turno.",NA,"Apresentação da Declaração de Voto n. 4 MESA, pelo Deputado Glaustin da Fokus (PSC/GO).",2273490,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273490"
"19","2272137-99","https://dadosabertos.camara.leg.br/api/v2/votacoes/2272137-99",2021-03-09,2021-03-09 23:37:36,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60556,"https://dadosabertos.camara.leg.br/api/v2/eventos/60556",0,123,337,0,"Rejeitado o Requerimento. Sim: 123; não: 337; total: 460.",2021-03-09 22:43:54,"Votação em primeiro turno.",NA,"Apresentação da Declaração de Voto n. 4 MESA, pelo Deputado Glaustin da Fokus (PSC/GO).",2273490,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273490"
"20","2263719-95","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-95",2021-03-08,2021-03-08 22:37:04,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Capitão Alberto Neto (REPUBLICANOS-AM).",2021-03-08 22:36:42,"Votação da Redação Final.",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"21","2263719-53","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-53",2021-03-08,2021-03-08 18:58:52,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",1,0,0,0,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2021-03-08 18:17:40,"Votação preliminar em turno único.",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"22","2263719-54","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-54",2021-03-08,2021-03-08 19:52:31,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",1,0,0,0,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2021-03-08 18:17:40,"Votação preliminar em turno único.",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"23","2263719-56","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-56",2021-03-08,2021-03-08 19:57:18,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",1,0,0,0,"Aprovado o Requerimento.",2021-03-08 19:53:03,"Votação do Requerimento do Bloco Parlamentar PSL, PL, PP, PSD, MDB, PSDB, REPUBLICANOS, DEM, SOLIDARIEDADE, PROS, PTB, PODE, PSC, AVANTE, PATRIOTA, que solicita a votação em globo da admissibilidade dos destaques simples.",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"24","2263719-58","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-58",2021-03-08,2021-03-08 20:01:25,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",0,0,0,0,"Rejeitada a admissibilidade dos destaques simples. Em consequência, ficam prejudicados os referidos destaques.",2021-03-08 19:57:26,"Votação, em globo, da admissibilidade dos destaques simples.",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"25","2263719-60","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-60",2021-03-08,2021-03-08 20:03:09,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",1,0,0,0,"Aprovada a Subemenda Substitutiva Global oferecida ao Projeto de Lei de Conversão, adotada pelo Relator da Comissão Mista, ressalvados os destaques.",2021-03-08 20:01:33,"Votação em turno único.",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"26","2263719-64","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-64",2021-03-08,2021-03-08 20:29:16,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",NA,403,38,1,"Mantido o texto. Sim: 403; não: 38; total: 441.",2021-03-08 20:04:05,"Votação do DTQ 7: Bloco NOVO (NOVO): Destaque para votação em separado da expressão ""Até 31 de dezembro de 2021,"" constante do artigo 1º do PLV apresentado à MPV 1006/20, com vistas à sua supressão, e por decorrência a supressão do artigo 2º do PLV apresentado à MPV 1006/20. (REDIRECIONAMENTO DO TEXTO) (art. 161, I)",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"27","2263719-67","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-67",2021-03-08,2021-03-08 20:57:18,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",0,152,269,2,"Rejeitado o DTQ 6. Sim: 152; não: 269; abstenção: 1; total: 422.",2021-03-08 20:27:15,"Votação do DTQ 6: PT: Destaque do § 1º do artigo 1º da MPV 1.006/2020, na redação proposta pela Emenda de Comissão n. 28 apresentada à MPV 1.006/2020, para sua inserção no artigo 1º do PLV. (art. 161, II)",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"28","2263719-80","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-80",2021-03-08,2021-03-08 21:14:53,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",0,0,0,0,"Rejeitada a Emenda de Plenário nº 3.",2021-03-08 20:57:45,"Votação do DTQ 5: PT: Emenda de Plenário n. 3 (art. 161, II)",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"29","2263719-84","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-84",2021-03-08,2021-03-08 21:30:58,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",0,0,0,0,"Rejeitada a Emenda de Comissão nº 10.",2021-03-08 21:15:40,"Votação do DTQ 1: PSB: Emenda de Comissão n. 10 (art. 161, II)",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"30","2263719-89","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-89",2021-03-08,2021-03-08 22:13:09,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",0,152,314,1,"Rejeitada a Emenda de Plenário nº 7. Sim: 152; não: 314; total: 466.",2021-03-08 21:31:31,"Votação do DTQ 9: PSOL: Emenda de Plenário n. 7 (art. 161, II)",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"31","2263719-93","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-93",2021-03-08,2021-03-08 22:36:29,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60506,"https://dadosabertos.camara.leg.br/api/v2/eventos/60506",0,146,266,1,"Rejeitado o Destaque. Sim: 146; não: 266; total: 412.",2021-03-08 22:11:23,"Votação do DTQ 11: PDT: Destaque do Art. 1º da Emenda de Plenário n° 2, apresentada à MPV 1006/20, para que seja incluído, onde couber, no texto do PLV apresentado à referida Medida Provisória. (art. 161, II)",2021-03-03 18:50:01,"Apresentação do Projeto de Lei de Conversão n. 2/2021, pelo Deputado Capitão Alberto Neto (REPUBLIC-AM), que: ""[EMENTA!]"".",2271986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271986"
"32","2265597-13","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265597-13",2021-03-04,2021-03-04 12:39:43,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60495,"https://dadosabertos.camara.leg.br/api/v2/eventos/60495",1,0,0,0,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,NA,NA,NA,0,NA
"33","2265028-46","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265028-46",2021-03-04,2021-03-04 12:39:45,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5238/2020, por ter sido aprovado o REQ 2791/2020 que está apensado ao primeiro.",NA,NA,NA,"Apresentação do Requerimento n. 212/2021, pela Deputada Alice Portugal (PCdoB/BA), que ""Requer, nos termos do Regimento Interno da Câmara dos Deputados, a retirada de co-autoria do Projeto de Lei N° 5.690, de 2020, que "altera o Decreto - Lei 3.689, de 3 de outubro de 1941 - Código de Processo Penal - para dispor sobre a audiência de instrução e julgamento nos casos de crimes contra a dignidade sexual""".",2270391,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270391"
"34","2265530-26","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265530-26",2021-03-04,2021-03-04 12:39:45,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Aprovado requerimento n. 2791/2020 da Sra. Erika Kokay que requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 5.238, de 2020.",NA,NA,NA,"Apresentação do Requerimento n. 2792/2020, pela Deputada Erika Kokay (PT/DF) e outros, que ""Requer adição de coautorias ao Projeto de Lei n. 5.238, de 2020"".",2265598,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2265598"
"35","2271883-8","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271883-8",2021-03-03,2021-03-03 11:48:26,6855,"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","CMO",60464,"https://dadosabertos.camara.leg.br/api/v2/eventos/60464",1,0,0,0,"Aprovado o Relatório da Receita apresentado ao Projeto de Lei Orçamentária Anual para 2021, na Segunda Reunião Deliberativa Extraordinária, em 03/03/2021.",NA,NA,2021-03-03 10:27:20,"Apresentação do Relatório de Receita n. 1/2021, pelo Deputado Beto Pereira (PSDB-MS), que: ""VOTO pela aprovação do Projeto de Lei Orçamentária para o exercício financeiro de 2021, no que concerne às estimativas de receitas, nos termos apresentados neste relatório .Não foram apresentadas emendas à Receita"".",0,NA
"36","2270920-6","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270920-6",2021-03-03,2021-03-03 11:58:25,6855,"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","CMO",60464,"https://dadosabertos.camara.leg.br/api/v2/eventos/60464",1,0,0,0,"Aprovado na 2ª Reunião Deliberativa Extraordinária, em 03.03.2021.",NA,NA,2021-02-25 13:43:03,"Apresentação do Requerimento n. 4/2021, pelo Deputado Felipe Carreras (PSB-PE), que: ""Requer que seja enviado convite à Presidente do IBGE, Dra. Suzana Cordeiro Guerra, para, em audiência pública, discorrer sobre o orçamento do Instituto no Projeto de Lei Orçamentária Anual para 2021 -  PLN nº 28/2020"".",0,NA
"37","2268029-106","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268029-106",2021-03-03,2021-03-03 17:40:06,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60484,"https://dadosabertos.camara.leg.br/api/v2/eventos/60484",1,0,0,0,"Aprovada a Redação Final assinada pela Relatora, Dep. Renata Abreu (PODEMOS-SP).",2021-03-03 17:39:36,"Votação da Redação Final.",NA,"Apresentação do Requerimento n. 359/2021, pelo Deputado Ted Conti (PSB/ES) e outros, que ""Requer coautoria do Projeto de Lei 5638/2020"".",2271929,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271929"
"38","2271884-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271884-3",2021-03-03,2021-03-04 20:07:07,6855,"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","CMO",60464,"https://dadosabertos.camara.leg.br/api/v2/eventos/60464",1,0,0,0,"Aprovado na continuação da 2a Reunião Deliberativa Extraordinária, em 04.03.2021.",NA,NA,2021-03-03 10:32:50,"Apresentação do Requerimento n. 6/2021, pela Deputada Professora Dorinha Seabra Rezende (DEM-TO), que: ""Solicito que sejam enviados convites adicionais ao CONSED - Conselho Nacional de Secretários de Educação, à UNDIME - União Nacional dos Dirigentes Municipais de Educação, ao CONIF - Conselho Nacional das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica e à ANDIFES - Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior para participarem da audiência pública com os Ministérios da Economia e da Educação, de acordo com o Requerimento 3/2021, aprovado no dia 25 de fevereiro de 2021"".",0,NA
"39","2271901-7","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271901-7",2021-03-03,2021-03-04 16:00:20,6855,"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","CMO",60464,"https://dadosabertos.camara.leg.br/api/v2/eventos/60464",1,0,0,0,"APROVADO, ressalvados os destaques, na continuação da Segunda Reunião Deliberativa Extraordinária, em 04/03/2021.",NA,NA,NA,NA,0,NA
