"","id","uri","sigla","nome","apelido","codTipoOrgao","tipoOrgao","nomePublicacao"
"1110",100754,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100754","MPV48310","Altera as Leis nos 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, e 8.745, de 9 de dezembro de 1993, que dispõe sobre a contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público, e dá outras providências.","MPV48310",9,"Comissão Medida Provisória","MPV48310"
"1111",100755,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100755","MPV48410","","MPV48410",9,"Comissão Medida Provisória","MPV48410"
"1112",100756,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100756","MPV48510","Abre crédito extraordinário, em favor do Ministério da Educação e de Transferências a Estados, Distrito Federal e Municípios, no valor global de R$ 1.600.000.000,00, para os fins que especifica.","MPV48510",9,"Comissão Medida Provisória","MPV48510"
"1113",100757,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100757","MPV48610","Abre crédito extraordinário, em favor de diversos órgãos do Poder Executivo, no valor global de R$ 1.429.428.268,00, para os fins que especifica.","MPV48610",9,"Comissão Medida Provisória","MPV48610"
"1114",100759,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100759","MPV48710","Altera a Lei nº 12.096, de 24 de novembro de 2009, que autoriza a concessão de subvenção econômica ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES, em operações de financiamento destinadas à aquisição e produção de bens de capital e à inovação tecnológica; afasta a incidência de restrição à contração de novas dívidas pelos Estados na hipótese de revisão do programa de ajuste fiscal em virtude de crescimento econômico baixo ou negativo; autoriza a União a permutar ações de sua propriedade por participações societárias detidas por entidades da administração pública federal indireta, a deixar de exercer e a ceder o seu direito de preferência para a subscrição de ações em aumentos de capital de sociedades de economia mista federais, a emitir títulos da dívida pública mobiliária","MPV48710",9,"Comissão Medida Provisória","MPV48710"
"1115",100762,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100762","OSCIP-BR","Confederação Brasileira das Organizações da Sociedade Civil de Interesse Público","",70000,"Sociedade Civil",""
"1116",100763,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100763","ABAMF/BM","Associação Beneficente Antônio Mendes Filho dos Servidores de Nível Médio da  Brigada Militar.","",70000,"Sociedade Civil",""
"1117",100764,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100764","SINDSMUNI","Sindicato dos Servidores Públicos Municipais de Nova Iguaçu e Mesquita","",70000,"Sociedade Civil",""
"1118",100765,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100765","SINDSMUNI","Sindicato dos Servidores Públicos Municipais de Nova Iguaçu e Mesquita","",70000,"Sociedade Civil",""
"1119",100766,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100766","ABRAPOST","Associação Brasileira de Franquias Postais.","",70000,"Sociedade Civil",""
"1120",100767,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100767","MPV48810","Autoriza a criação da Empresa Brasileira de Legado Esportivo S.A. - BRASIL 2016 e dá outras providências.","MPV48810",9,"Comissão Medida Provisória","MPV48810"
"1121",100768,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100768","MPV48910","Autoriza a União a integrar, na forma de consórcio público de regime especial, a Autoridade Pública Olímpica - APO, e dá outras providências.","MPV48910",9,"Comissão Medida Provisória","MPV48910"
"1122",100769,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100769","CNJ","Conselho Nacional de Justiça","CNJ",50000,"Órgão do Poder Judiciário","CNJ"
"1123",100770,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100770","CNJ","Conselho Nacional de Justiça","",70000,"Sociedade Civil",""
"1124",100771,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100771","APFS","Associação Pankararu Fonte da Serra","",70000,"Sociedade Civil",""
"1125",100772,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100772","CESAC","Centro de Etnoconhecimento Sócio Ambiental Cauieré","",70000,"Sociedade Civil",""
"1126",100773,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100773","AAPPIM","Associação Artecultura para Paz Isaura Maia","",70000,"Sociedade Civil",""
"1127",100774,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100774","SUBCJIC","Subcomissão Especial do PL  6745/2006","Subcomissão Especial do PL  6745/2006",25,"Subcomissão","Subcomissão Especial do PL  6745/2006"
"1128",100775,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100775","MPV49010","Abre crédito extraordinário, em favor da Presidência da República e dos Ministérios da Educação e da Integração Nacional, no valor global de R$ 1.287.072.416,00, para os fins que especifica.","MPV49010",9,"Comissão Medida Provisória","MPV49010"
"1129",100776,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100776","ASUF","Sindicato dos Servidores da Universidade Federal de Pelotas","",70000,"Sociedade Civil",""
"1130",100777,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100777","SERAD(CCP)","Serviço de Administração CCP","Serviço de Administração CCP",12000,"Órgão da Câmara dos Deputados","Serviço de Administração CCP"
"1131",100778,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100778","FES-SP","Federação do Elo Social SP","até julho/2012",70000,"Sociedade Civil","até julho/2012"
"1132",100779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100779","MPV49110","Ampliação, diversificação e descentralização do mercado de salas de exibição cinematográfica","MPV49110",9,"Comissão Medida Provisória","MPV49110"
"1133",100780,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100780","MPV49210","Recuperação das redes físicas das escolas públicas estaduais, municipais e do DF afetadas por desastres e parcelamentos de débitos de autarquias e fundações municipais relativos às contribuições sociais previdenciárias.","MPV49210",9,"Comissão Medida Provisória","MPV49210"
"1134",100781,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100781","MPV49310","","MPV49310",9,"Comissão Medida Provisória","MPV49310"
"1135",100782,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100782","MPV49410","","MPV49410",9,"Comissão Medida Provisória","MPV49410"
"1136",100783,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100783","FENAPEF","Federação Nacional dos Policiais Federais","Triênio 2013/2015",70000,"Sociedade Civil","Triênio 2013/2015"
"1137",100784,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100784","MPV49510","Altera as Leis nos 8.666, de 21 de junho de 1993, 8.958, de 20 de dezembro de 1994, e 10.973, de 2 de dezembro de 2004, e revoga o § 1o do art. 2o da Lei no 11.273, de 6 de fevereiro de 2006","MPV49510",9,"Comissão Medida Provisória","MPV49510"
"1138",100785,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100785","MPV49610","Dispõe sobre o limite de endividamento de Municípios em operações de crédito destinadas ao financiamento de infraestrutura para a realização da Copa do Mundo FIFA 2014 e dos Jogos Olímpicos e Paraolímpicos de 2016, sobre imóveis oriundos da extinta Rede Ferroviária Federal S.A. - RFFSA, sobre dívidas referentes ao patrimônio imobiliário da União, sobre acordos envolvendo patrimônio imobiliário da União, transfere o domínio útil de imóveis para a Companhia Docas do Rio de Janeiro - CDRJ, e dá outras providências.","MPV49610",9,"Comissão Medida Provisória","MPV49610"
"1139",100786,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100786","MPV49710","Promove desoneração tributária de subvenções governamentais destinadas ao fomento das atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica nas empresas, institui o Regime Especial de Tributação para construção, ampliação, reforma ou modernização de estádios de futebol - RECOM, e dá outras providências.","MPV49710",9,"Comissão Medida Provisória","MPV49710"
"1140",100787,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100787","MPV49810","Abre crédito extraordinário, em favor de diversos órgãos do Poder Executivo, no valor global de R$ 1.978.448.870,00, para os fins que especifica.","MPV49810",9,"Comissão Medida Provisória","MPV49810"
"1141",100788,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100788","AMALOHA","Associação Amigos Moradores do Jardim Aloha","até janeiro de 2011",70000,"Sociedade Civil","até janeiro de 2011"
"1142",100789,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100789","MPV49910","Altera a Lei nº 10.683, de 28 de maio de 2003, transforma Funções Comissionadas Técnicas em cargos em comissão, altera as Leis nºs 8460, de 17 de setembro de 1992, e 11.526, de 4 de outubro de 2007.","MPV49910",9,"Comissão Medida Provisória","MPV49910"
"1143",100790,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100790","MPV50010","Autoriza a União e as entidades da administração pública federal indireta a contratar, reciprocamente, ou com fundo privado do qual seja o Tesouro Nacional cotista único a aquisição, alienação, cessão e permuta de ações, a cessão de créditos decorrentes de adiantamentos efetuados para futuro aumento de capital, a cessão de alocação prioritária de ações em ofertas públicas ou a cessão do direito de preferência para a subscrição de ações em aumentos de capital; autoriza a União a se abster de adquirir ações em aumentos de capital de empresas em que possua participação acionária, e dá outras providências.","MPV50010",9,"Comissão Medida Provisória","MPV50010"
"1144",100791,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100791","MPV50110","","MPV50110",9,"Comissão Medida Provisória","MPV50110"
"1145",100792,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100792","MPV50210","dá nova redação às Leis nºs 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, e 10.891, de 9 de julho de 2004, que institui a Bolsa-Atleta; cria os Programas Atleta Pódio e Cidade Esportiva, e dá outras providências.","MPV50210",9,"Comissão Medida Provisória","MPV50210"
"1146",100793,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100793","MPV50310","Ratifica o Protocolo de Intenções firmado entre a União, o Estado do Rio de Janeiro e o Município do Rio de Janeiro, com a finalidade de constituir consórcio público, denominado Autoridade Pública Olímpica - APO.","MPV50310",9,"Comissão Medida Provisória","MPV50310"
"1147",100794,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100794","MPV50410","Dá nova redação ao art. 1º da Lei nº 5.851, de 7 de dezembro de 1972, que autoriza o Poder Executivo a instituir empresa pública, sob a denominação de Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA).","MPV50410",9,"Comissão Medida Provisória","MPV50410"
"1148",100795,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100795","MPV50510","Constitui fonte de recursos adicional ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES.","MPV50510",9,"Comissão Medida Provisória","MPV50510"
"1149",100796,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100796","MPV50610","Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Agrário, no valor de R$ 210.000.000,00, para o fim que especifica.","MPV50610",9,"Comissão Medida Provisória","MPV50610"
"1150",100797,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100797","MPV50710","Institui hipóteses específicas de sanção disciplinar para a violação de sigilo fiscal e disciplina o instrumento de mandato que confere poderes a terceiros para praticar atos perante órgão da administração pública que impliquem fornecimento de dado protegido pelo sigilo fiscal.","MPV50710",9,"Comissão Medida Provisória","MPV50710"
"1151",100798,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100798","MPV56610","Ratifica o Protocolo de Intenções firmado entre a União, o Estado do Rio de Janeiro e o Município do Rio de Janeiro, com a finalidade de constituir consórcio público, denominado Autoridade Pública Olímpica - APO.","MPV56610",9,"Comissão Medida Provisória","MPV56610"
"1152",100800,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100800","MPV50810","Abre crédito extraordinário, em favor do Ministério da Educação, no valor de R$ 968.185.382,00, para os fins que especifica","MPV50810",9,"Comissão Medida Provisória","MPV50810"
"1153",100801,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100801","MPV50910","Dá nova redação ao parágrafo único do art. 7º da Lei nº 11.668, de 2 de maio de 2008, que dispõe sobre o exercício da atividade de franquia postal.","MPV50910",9,"Comissão Medida Provisória","MPV50910"
"1154",100802,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100802","MPV51010","Regula o cumprimento de obrigações tributárias por consórcios que realizem negócios jurídicos em nome próprio; dá nova redação ao art. 31 da Medida Provisória no 497, de 27 de julho de 2010, que promove desoneração tributária de subvenções governamentais destinadas ao fomento das atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica nas empresas e institui o Regime Especial de Tributação para construção, ampliação, reforma ou modernização de estádios de futebol - RECOM; acresce dispositivos à Lei no 10.168, de 29 de dezembro de 2000, que institui contribuição de intervenção de domínio econômico destinada a financiar o Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação; e dá outras providências.","MPV51010",9,"Comissão Medida Provisória","MPV51010"
"1155",100803,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100803","MPV51110","Dispõe sobre medidas para assegurar a sustentabilidade econômico-financeira do Banco Nacional de Desenvolvimento Econômico e Social - BNDES, sobre autorização para garantia do financiamento do Trem de Alta Velocidade - TAV, no trecho entre os Municípios do Rio de Janeiro - RJ e Campinas - SP, e dá outras providências.","MPV51110",9,"Comissão Medida Provisória","MPV51110"
"1156",100804,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100804","MPV51210","Altera a Lei nº 9.440, de 14 de março de 1997, que estabelece incentivos fiscais para o desenvolvimento regional e da indústria automotiva.","MPV51210",9,"Comissão Medida Provisória","MPV51210"
"1157",100805,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100805","MPV51310","Autoriza o Fundo de Compensação de Variações Salariais - FCVS a assumir, na forma disciplinada em ato do Conselho Curador do Fundo de Compensação de Variações Salariais - CCFCVS, direitos e obrigações do Seguro Habitacional do Sistema Financeiro da Habitação - SH/SFH, oferecer cobertura direta a contratos de financiamento habitacional averbados na Apólice do SH/SFH, autoriza o Departamento Nacional de Infraestrutura de Transporte - DNIT a utilizar recursos federais em apoio à transferência definitiva do domínio da malha rodoviária federal para os Estados, acresce o Porto do Pólo Industrial de Manaus no item 4.2 da Relação Descritiva dos Portos Marítimos, Fluviais e Lacustres, integrante do Anexo do Plano Nacional de Viação, aprovado pela Lei no 5.917, de 10 de setembro de 1973, e dá outras","MPV51310",9,"Comissão Medida Provisória","MPV51310"
"1158",100806,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100806","ANCAT","Associação Nacional dos Carroceiros e Catadores de Materiais Recicláveis","08/10/2010 a 07/10/2013",70000,"Sociedade Civil","08/10/2010 a 07/10/2013"
"1159",100807,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100807","FEGAYAH","Federação Goiana de Ayahuasca","",70000,"Sociedade Civil",""
"1160",100808,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100808","MPV51410","Altera a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa, Minha Vida - PMCMV e a regularização fundiária de assentamentos localizados em áreas urbanas, as Leis nºs 10.188, de 12 de fevereiro de 2001, 6.015, de 31 de dezembro de 1973, 6.766, de 19 de dezembro de 1979, e 4.591, de 16 de dezembro de 1964, e dá outras providências.","MPV51410",9,"Comissão Medida Provisória","MPV51410"
"1161",100809,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100809","MPV51510","Abre crédito extraordinário em favor da Justiça do Trabalho e de diversos órgãos do Poder Executivo, no valor global de R$ 26.673.264.196,00, para os fins que especifica.","MPV51510",9,"Comissão Medida Provisória","MPV51510"
"1162",100810,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100810","MPV51610","Dispõe sobre o salário mínimo a partir de 1º de janeiro de 2011.","MPV51610",9,"Comissão Medida Provisória","MPV51610"
"1163",100811,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100811","MPV51710","Dispõe sobre a incidência do imposto sobre a renda nas operações que especifica, altera as Leis nºa 6.404, de 15 de dezembro de 1976, 9.430, de 27 de dezembro de 1996, 11.478, de 29 de maio de 2007, e 12.350, de 20 de dezembro de 2010, institui o Regime Especial de Incentivos para o Desenvolvimento de Usinas Nucleares - RENUCLEAR, dispõe sobre medidas tributárias relacionadas ao Plano Nacional de Banda Larga, altera a legislação relativa à isenção do Adicional ao Frete para Renovação da Marinha Mercante - AFRMM, dispõe sobre a extinção do Fundo Nacional de Desenvolvimento, e dá outras providências.","MPV51710",9,"Comissão Medida Provisória","MPV51710"
"1164",100812,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100812","MPV51810","Disciplina a formação e consulta a bancos de dados com informações de adimplemento, de pessoas naturais ou de pessoas jurídicas, para formação de histórico de crédito.","MPV51810",9,"Comissão Medida Provisória","MPV51810"
"1165",100813,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100813","MPV51910","Autoriza o Poder Executivo a doar estoques públicos de alimentos para assistência humanitária internacional.","MPV51910",9,"Comissão Medida Provisória","MPV51910"
"1166",100814,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100814","MPV52011","Autoriza o Poder Executivo a criar a empresa pública denominada Empresa Brasileira de Serviços Hospitalares S.A. - EBSERH e dá outras providências.","MPV52011",9,"Comissão Medida Provisória","MPV52011"
"1167",100815,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100815","MPV52110","Altera a Lei no 6.932, de 7 de julho de 1981, que dispõe sobre as atividades do médico-residente e prorroga o prazo de pagamento da Gratificação de Representação de Gabinete e da Gratificação Temporária para os servidores ou empregados requisitados pela Advocacia-Geral da União.","MPV52110",9,"Comissão Medida Provisória","MPV52110"
"1168",100816,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100816","MPV52010","Autoriza o Poder Executivo a criar a empresa pública denominada Empresa Brasileira de Serviços Hospitalares S.A. - EBSERH e dá outras providências.","MPV52010",9,"Comissão Medida Provisória","MPV52010"
"1169",100817,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100817","MPV52211","Abre crédito extraordinário, em favor dos Ministérios dos Transportes e da Integração Nacional, no valor global de R$ 780.000.000,00, para os fins que especifica.","MPV52211",9,"Comissão Medida Provisória","MPV52211"
"1170",100818,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100818","MPV52311","Autoriza a concessão de subvenção econômica ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES, em operações de financiamento destinadas a capital de giro e investimento de empresas e micro empreendedores individuais localizados em Municípios do Estado do Rio de Janeiro.","MPV52311",9,"Comissão Medida Provisória","MPV52311"
"1171",100819,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100819","MPV52411","Altera a Lei no 12.337, de 12 de novembro de 2010, para autorizar a prorrogação de contratos por tempo determinado firmados com fundamento na alínea ""h"" do inciso VI do art. 2o da Lei no 8.745, de 9 de dezembro de 1993.","MPV52411",9,"Comissão Medida Provisória","MPV52411"
"1172",100820,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100820","CNTS","Confederação Nacional dos Trabalhadores  na Saúde","",70000,"Sociedade Civil",""
"1173",100821,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100821","MPV52511","Altera a Lei no 8.745, de 9 de dezembro de 1993, no tocante à contratação de professores.","MPV52511",9,"Comissão Medida Provisória","MPV52511"
"1174",100822,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100822","MPV52611","Constitui fonte de recursos adicional ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES, altera o art. 1o da Lei no 12.096, de 24 de novembro de 2009, dispõe sobre medidas de suspensão temporária de exigências de regularidade fiscal, e dá outras providências.","MPV52611",9,"Comissão Medida Provisória","MPV52611"
"1175",100823,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100823","IDL","Instituto Doméstica Legal","13/10/08 A 13/10/2012",70000,"Sociedade Civil","13/10/08 A 13/10/2012"
"1176",100824,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100824","ANCAT","Associação Nacional dos Carroceiros e Catadores de Materiais Recicláveis","2010 A 2012",70000,"Sociedade Civil","2010 A 2012"
"1177",100825,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100825","MPV52711","Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.","MPV52711",9,"Comissão Medida Provisória","MPV52711"
"1178",100826,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100826","MPV52811","Altera os valores constantes da tabela do Imposto sobre a Renda da Pessoa Física","MPV52811",9,"Comissão Medida Provisória","MPV52811"
"1179",100828,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100828","ONG","SOS Segurança Dá Vida","Segurança Dá Vida",70000,"Sociedade Civil","Segurança Dá Vida"
"1180",100829,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100829","MPV52911","Altera a Lei nº 8.212, de 24 de julho de 1991, no tocante à contribuição previdenciária do microempreendedor individual.","MPV52911",9,"Comissão Medida Provisória","MPV52911"
"1181",100830,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100830","SELEC","Seção de Legislação Citada","Seção de Legislação Citada (CeDI)",12000,"Órgão da Câmara dos Deputados","Seção de Legislação Citada (CeDI)"
"1182",100831,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100831","SIDEX","Seção de Indexação","Seção de Indexação (CeDI)",12000,"Órgão da Câmara dos Deputados","Seção de Indexação (CeDI)"
"1183",100832,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100832","Corpi-CeDI","Coordenação de Pesquisa (CeDI)","Coordenação de Pesquisa (CeDI)",12000,"Órgão da Câmara dos Deputados","Coordenação de Pesquisa (CeDI)"
"1184",100834,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100834","MPV53011","Institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.","MPV53011",9,"Comissão Medida Provisória","MPV53011"
