"","id","uri","sigla","nome","apelido","codTipoOrgao","tipoOrgao","nomePublicacao"
"2361",102072,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102072","GAECO","Ministério Público do Estado de Minas Gerais - Grupo de Atuação Especial de Combate ao Crime Organizado - GAECO","",70000,"Sociedade Civil",""
"2362",102073,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102073","TELECOM","55 TELECOM COMUNICAÇÃO LTDA","",70000,"Sociedade Civil",""
"2363",102074,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102074","PFN","PROCURADORIA DA FAZENDA NACIONAL","PFN",70000,"Sociedade Civil","PFN"
"2364",102075,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102075","GT GROUP","GT Group - International Brasil","",70000,"Sociedade Civil",""
"2365",102076,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102076","CEA","CEA - Telecom Serviços de Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2366",102077,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102077","ALGAR","Algar Telecom S.A.","",70000,"Sociedade Civil",""
"2367",102078,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102078","TESA","Telecom South America S/A","",70000,"Sociedade Civil",""
"2368",102079,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102079","NEXTEL","Nextel Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2369",102080,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102080","DIALDATA","Dialdata Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2370",102081,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102081","DMAPH/PF","Divisão de Repressão a Crimes contra o Meio Ambiente e Patrimônio Histórico - DMAPH/CGPFAZ/DICOR/PF","",30000,"Órgão do Poder Executivo",""
"2371",102082,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102082","SUL AMÉRIC","SUL AMÉRICA COMPANHIA NACIONAL DE SEGUROS","SUL AMÉRICA",70000,"Sociedade Civil","SUL AMÉRICA"
"2372",102083,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102083","YIPI","Yipe Telecom Ltda.","",70000,"Sociedade Civil",""
"2373",102084,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102084","SI","SI TELECOMUNICAÇÕES SERVIÇOS DE TELEFONIA LTDA","",70000,"Sociedade Civil",""
"2374",102086,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102086","EAO","Emilio Alves Odebrecht","",70000,"Sociedade Civil",""
"2375",102087,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102087","BANCOSEGUR","BancoSeguro S/A","",70000,"Sociedade Civil",""
"2376",102088,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102088","MPMG","Ministério Público do Estado de Minas Gerais","",70000,"Sociedade Civil",""
"2377",102089,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102089","ANATEL","ANATEL - Agência Nacional de Telecomunicações","",70000,"Sociedade Civil",""
"2378",102090,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102090","NIPBR","NIPTELECOM TELECOMUNICAÇÕES LTDA","",70000,"Sociedade Civil",""
"2379",102091,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102091","3AXTELECOM","3AX TELECOM","",70000,"Sociedade Civil",""
"2380",102092,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102092","GIGABYTE","Gigabyte Telecom","",70000,"Sociedade Civil",""
"2381",102093,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102093","LOCAWEB","Locaweb Telecom Telecomunicações LTDA","",70000,"Sociedade Civil",""
"2382",102094,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102094","DEFFERRARI","Defferrari Solucoes em Internet LTDA.","",70000,"Sociedade Civil",""
"2383",102095,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102095","CONFIDENCE","Confidence Corretora de Câmbio S/A","",70000,"Sociedade Civil",""
"2384",102096,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102096","PAGSEGURO","PagSeguro Internet S/A","",70000,"Sociedade Civil",""
"2385",102097,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102097","MMA","Ministério do Meio Ambiente","Ministério do Meio Ambiente",30000,"Órgão do Poder Executivo","Ministério do Meio Ambiente"
"2386",102099,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102099","MME","Ministério de Minas e Energia","Ministério de Minas e Energia",30000,"Órgão do Poder Executivo","Ministério de Minas e Energia"
"2387",102101,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102101","CasaCivil","Casa Civil da Presidência da República","Casa Civil da Presidência da República",30000,"Órgão do Poder Executivo","Casa Civil da Presidência da República"
"2388",102102,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102102","ENCL","Editoria Novo Continente Ltda.","",70000,"Sociedade Civil",""
"2389",102103,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102103","ABRIL","Abril Comunicações S.A.","",70000,"Sociedade Civil",""
"2390",102104,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102104","UNICALL","Wanco Telecomunicações Ltda - UNICALL","",70000,"Sociedade Civil",""
"2391",102105,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102105","JOAQUIM","Joaquim Pimenta Avila","",70000,"Sociedade Civil",""
"2392",102106,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102106","VMNO","VMNO Comunicações do Basil S/A","",70000,"Sociedade Civil",""
"2393",102107,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102107","SERCOMTEL","Sercomtel S.A. Telecomunicações","",70000,"Sociedade Civil",""
"2394",102108,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102108","DATORA","Datora Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2395",102109,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102109","MP/MG","Ministério Público do Estado de Minas Gerais","",70000,"Sociedade Civil",""
"2396",102110,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102110","GAECO/MG","Grupo de Atuação Especial de Combate ao Crime Organizado - GAECO","",70000,"Sociedade Civil",""
"2397",102111,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102111","WCS","Wirelless Comm Services Ltda.","",70000,"Sociedade Civil",""
"2398",102112,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102112","MINFRA","Ministério da Infraestrutura","",81006,"Órgão Remessa Requerimento de Informação",""
"2399",102113,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102113","LIGUE","Ligue Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2400",102114,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102114","TELETALK","Nogueira & Dantas Ltda.","",70000,"Sociedade Civil",""
"2401",102115,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102115","JBS","JBS","JBS",70000,"Sociedade Civil","JBS"
"2402",102116,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102116","BPINE","Banco Pine S/A","",70000,"Sociedade Civil",""
"2403",102117,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102117","EMPIRE","Empire Telecom","",70000,"Sociedade Civil",""
"2404",102118,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102118","TMW","Tecmidiaweb Eireli","",70000,"Sociedade Civil",""
"2405",102119,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102119","DG/DPF","Diretoria-Geral/Departamento de Polícia Federal","",70000,"Sociedade Civil",""
"2406",102120,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102120","STA","Sistema de Transferência de Arquivos - STA/BACEN","",70000,"Sociedade Civil",""
"2407",102121,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102121","ADP3","ADP3 Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2408",102122,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102122","TIM","TIM Celular S/A","",70000,"Sociedade Civil",""
"2409",102123,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102123","CONEXÃO","Conexão  Serviços de Comunicação Multimídia Ltda.","",70000,"Sociedade Civil",""
"2410",102124,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102124","WILLIAN","Willian Figueiredo - Professor","",70000,"Sociedade Civil",""
"2411",102125,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102125","MDR","Ministério do Desenvolvimento Regional","Ministério do Desenvolvimento Regional",81006,"Órgão Remessa Requerimento de Informação","Ministério do Desenvolvimento Regional"
"2412",102126,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102126","GAECO","Ministério Público do Estado de Minas Gerais - GAECO - Grupo de Atuação Especial de Combate ao Crime Organizado","",70000,"Sociedade Civil",""
"2413",102127,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102127","CVM","Comissão de Valores Mobiliários","",70000,"Sociedade Civil",""
"2414",102128,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102128","NELSON","Nelson Machado Cunha","Nelson Machado Cunha",70000,"Sociedade Civil","Nelson Machado Cunha"
"2415",102129,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102129","VIGNA","Vigna Advogados Associados","",70000,"Sociedade Civil",""
"2416",102130,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102130","BOTTINI","Bottini & Tamasauskas Advogados","",70000,"Sociedade Civil",""
"2417",102131,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102131","TCHENNA","TCHENNA MASO","",70000,"Sociedade Civil",""
"2418",102132,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102132","CONCOURSE","CONCOURSE TELECOMUNICAÇÕES BRASIL LTDA","",70000,"Sociedade Civil",""
"2419",102133,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102133","P50","P50 SERVIÇOS INTEGRADOS","",70000,"Sociedade Civil",""
"2420",102134,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102134","TRI","TRI TELECOM","",70000,"Sociedade Civil",""
"2421",102135,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102135","OPORTUNASU","OPORTUNASUL SOLUÇÕES EM TIC & BlasterNet Telecom","",70000,"Sociedade Civil",""
"2422",102136,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102136","ARRUDABOTE","ARRUDA BOTELHO - SOCIEDADE DE ADVOGADOS","",70000,"Sociedade Civil",""
"2423",102137,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102137","SCHNAID","FERNANDO SCHNAID - PROFESSOR","",70000,"Sociedade Civil",""
"2424",102138,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102138","DPEMG","DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS","",70000,"Sociedade Civil",""
"2425",102139,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102139","CPRM","CPRM - Serviço Geológico do Brasil","",70000,"Sociedade Civil",""
"2426",102140,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102140","RV","RV ADVOGADOS","",70000,"Sociedade Civil",""
"2427",102141,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102141","DNPM","DEPARTAMENTO NACIONAL DE PRODUÇÃO MINERAL","",70000,"Sociedade Civil",""
"2428",102142,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102142","CSFR","COSTA DA SILVA & FERNANDES ROCHA ADVOGADOS","",70000,"Sociedade Civil",""
"2429",102143,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102143","SEMAD","SECRETARIA DE ESTADO DE MEIO-AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DE MINAS GERAIS","",70000,"Sociedade Civil",""
"2430",102144,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102144","BRASTEL","BRASTEL Telecom","",70000,"Sociedade Civil",""
"2431",102145,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102145","ARY","Ary Vilhena Júnior - Diretor Administrativo e Comercial","",70000,"Sociedade Civil",""
"2432",102146,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102146","ARY","Ary Carneiro Vilhena Júnior","",70000,"Sociedade Civil",""
"2433",102147,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102147","PAULISTA","BANCO PAULISTA","",70000,"Sociedade Civil",""
"2434",102148,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102148","MPV88819","Comissão Mista da MPV 888/2019","MPV88819",9,"Comissão Medida Provisória","MPV88819"
"2435",102149,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102149","ASPRA/PMBM","Associação dos Praças Policiais e Bombeiros Militares de Minas Gerais","",70000,"Sociedade Civil",""
"2436",102150,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102150","ASSIBGE-SN","Sindicato Nacional dos Trabalhadores em Fundações Públicas Federais da Geografia e Estatística","",70000,"Sociedade Civil",""
"2437",102151,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102151","TGD","TGD - Teleglobal Digital S/A","",70000,"Sociedade Civil",""
"2438",102152,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102152","TELEGLOBAL","TELEGLOBAL DIGITAL S/A","",70000,"Sociedade Civil",""
"2439",102153,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102153","GAIOFATO","Gaiofato e Galvão Advogados Associados","",70000,"Sociedade Civil",""
"2440",102154,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102154","SUPERIMAGE","Superimagem Tecnologia em Eletrônica LTDA","",70000,"Sociedade Civil",""
"2441",102155,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102155","MPV88919","Comissão Mista da MPV 889/2019","MPV88919",9,"Comissão Medida Provisória","MPV88919"
"2442",102156,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102156","LAFAIETE","Lafaiete Provedor de Internet e Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2443",102157,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102157","SJDF","12ª Vara Federal Criminal da SJDF","",70000,"Sociedade Civil",""
"2444",102158,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102158","SAFRA","Banco Safra SA","",70000,"Sociedade Civil",""
"2445",102159,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102159","MPV89019","Comissão Mista da MPV 890/2019","MPV89019",9,"Comissão Medida Provisória","MPV89019"
"2446",102160,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102160","DIGI","Digi Soluções de Comunicação Ltda.","",70000,"Sociedade Civil",""
"2447",102161,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102161","MPV89119","Comissão Mista da MPV 891/2019","MPV89119",9,"Comissão Medida Provisória","MPV89119"
"2448",102162,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102162","MPV89219","Comissão Mista da MPV 892/2019","MPV89219",9,"Comissão Medida Provisória","MPV89219"
"2449",102163,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102163","MECON","Ministério da Economia","",70000,"Sociedade Civil",""
"2450",102164,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102164","ANPDP-PR","Autoridade Nacional de Proteção de Dados Pessoais da Presidência da República","Autoridade Nacional de Proteção de Dados Pessoais",81006,"Órgão Remessa Requerimento de Informação","Autoridade Nacional de Proteção de Dados Pessoais"
"2451",102165,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102165","ICMBIO","Institudo Chico Mendes de Conservação da Biodiversidade","Instituto Chico Mendes",30000,"Órgão do Poder Executivo","Instituto Chico Mendes"
"2452",102166,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102166","IBAMA","Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis","",70000,"Sociedade Civil",""
"2453",102167,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102167","2ª VARA MG","2ª Vara Civel da Comarca de Brumadinho - MG","2ª Vara da Comarca de Brumadinho MG",50000,"Órgão do Poder Judiciário","2ª Vara da Comarca de Brumadinho MG"
"2454",102168,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102168","STIU-DF","Sindicato dos Urbanitários no Distrito Federal","",70000,"Sociedade Civil",""
"2455",102169,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102169","METABASE","Sindicato dos Trabalhadores nas Indústrias da Extração de Ferro e Metais Básicos de Brumadinho e Região - Metabase Brumadinho","",70000,"Sociedade Civil",""
"2456",102170,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102170","SITICOP/MG","Sindicato dos Trabalhadores nas Indústrias da Construção Pesada de Minas Gerais","",70000,"Sociedade Civil",""
"2457",102171,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102171","VALNET","VALNET - Seu mundo conectado","",70000,"Sociedade Civil",""
"2458",102172,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102172","IGAM/SES","Instituto Mineiro de Gestão das Águas do Estado de Minas Gerais","",70000,"Sociedade Civil",""
"2459",102173,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102173","SOSMA","SOS Mata Atlântica","",70000,"Sociedade Civil",""
"2460",102174,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102174","GOVMG","Instituto  Estadual de Florestas - MG","",70000,"Sociedade Civil",""
"2461",102175,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102175","EMBAIXADA","Embaixada da Alemanha","",70000,"Sociedade Civil",""
"2462",102176,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102176","MPV89319","Comissão Mista da MPV 893/2019","MPV89319",9,"Comissão Medida Provisória","MPV89319"
"2463",102177,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102177","LOCAWEB","Locaweb Serviços de Internet S/A","",70000,"Sociedade Civil",""
"2464",102178,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102178","ZILIONET","Zilionet Telecomunicações Ltda.","",70000,"Sociedade Civil",""
"2465",102179,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102179","ICM-BIO","Instituto Chico Mendes","",70000,"Sociedade Civil",""
"2466",102180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102180","CMBH","Câmara Municipal de Belo Horizonte","",70000,"Sociedade Civil",""
"2467",102181,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102181","LIZITEC","LIZITEC - Telecomunicações Eireli","",70000,"Sociedade Civil",""
"2468",102182,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102182","CADE","Conselho Administrativo de Defesa Econômica - CADE/MJSP","",70000,"Sociedade Civil",""
"2469",102183,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102183","TÜV SÜD","TÜV SÜD BRASIL","",70000,"Sociedade Civil",""
"2470",102184,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102184","BANCO PINE","Banco Pine S/A","",70000,"Sociedade Civil",""
"2471",102185,"https://dadosabertos.camara.leg.br/api/v2/orgaos/102185","CTI","CTI Comunicação de Dados e Tecnologia  Eireli","CTI Comuni",70000,"Sociedade Civil","CTI Comuni"
